name,CMC,Type,Color,Set,Collector Number,Rarity,Color Category,status,Finish,maybeboard,image URL,image Back URL,tags,Notes,MTGO ID
"Seasoned Hallowblade",2,"Creature - Human Warrior",W,"m21","34",uncommon,w,Owned,Non-foil,true,,,"","",81295
"Mirari's Wake",5,"Enchantment",GW,"c17","181",mythic,m,Owned,Non-foil,true,,,"","",
"Anguished Unmaking",3,"Instant",BW,"otp","74",mythic,m,Owned,Non-foil,true,,,"","",123537
"Squee, Dubious Monarch",3,"Legendary Creature - Goblin Noble",R,"dmu","146",rare,r,Owned,Non-foil,true,,,"","",102768
"Condemn",1,"Instant",W,"cmr","369",uncommon,w,Owned,Non-foil,true,,,"","",85554
"Gifts Ungiven",4,"Instant",U,"ss1","5",rare,u,Owned,Non-foil,true,,,"","",
"Wildfire",6,"Sorcery",R,"usg","228",rare,r,Owned,Non-foil,true,,,"","",12115
"Thalia and The Gitrog Monster",4,"Legendary Creature - Human Frog Horror",BGW,"mom","255",mythic,m,Owned,Non-foil,true,,,"","",110424
"Archangel of Thune",5,"Creature - Angel",W,"2xm","5",mythic,w,Owned,Non-foil,true,,,"","",82044
"Tooth and Nail",7,"Sorcery",G,"mrd","134",rare,g,Owned,Non-foil,true,,,"","",19969
"Chromatic Lantern",3,"Artifact",,"brr","73",rare,c,Owned,Non-foil,true,,,"","",104312
"Combat Celebrant",3,"Creature - Human Warrior",R,"ltc","212",mythic,r,Owned,Non-foil,true,,,"","",112778
"Questing Druid",2,"Creature - Human Druid",GR,"woe","234",rare,m,Owned,Non-foil,true,,,"","",116840
"Sword of Light and Shadow",3,"Artifact - Equipment",,"acr","100",mythic,c,Owned,Non-foil,true,,,"","",128166
"Nicol Bolas, the Ravager",4,"Legendary Creature - Elder Dragon",BRU,"sld","1211",mythic,m,Owned,Non-foil,true,,,"","",
"Lier, Disciple of the Drowned",5,"Legendary Creature - Human Wizard",U,"dbl","59",mythic,u,Owned,Non-foil,true,,,"","",96338
"Ertai Resurrected",4,"Legendary Creature - Phyrexian Human Wizard",BU,"dmu","199",rare,m,Owned,Non-foil,true,,,"","",102874
"Avacyn, Angel of Hope",8,"Legendary Creature - Angel",W,"cmm","14",mythic,w,Owned,Non-foil,true,,,"","",115127
"Sauron, the Dark Lord",6,"Legendary Creature - Avatar Horror",BRU,"ltr","224",mythic,m,Owned,Non-foil,true,,,"","",112358
"Impulse",2,"Instant",U,"btd","10",common,u,Owned,Non-foil,true,,,"","",
"Nether Void",4,"World Enchantment",B,"leg","113",rare,b,Owned,Non-foil,true,,,"","",
"Kess, Dissident Mage",4,"Legendary Creature - Human Wizard",BRU,"c17","39",mythic,m,Owned,Non-foil,true,,,"","",
"Pithing Needle",1,"Artifact",,"mid","257",rare,c,Owned,Non-foil,true,,,"","",93524
"Flame of Anor",3,"Instant",RU,"ltr","203",rare,m,Owned,Non-foil,true,,,"","",112316
"Kaito, Dancing Shadow",4,"Legendary Planeswalker - Kaito",BU,"one","204",rare,m,Owned,Non-foil,true,,,"","",106623
"Reckoner Bankbuster",2,"Artifact - Vehicle",,"neo","255",rare,c,Owned,Non-foil,true,,,"","",97460
"Arcane Proxy",7,"Artifact Creature - Wizard",U,"bro","75",mythic,u,Owned,Non-foil,true,,,"","",104768
"Serum Visions",1,"Sorcery",U,"mm3","49",uncommon,u,Owned,Non-foil,true,,,"","",63505
"Knight of the Ebon Legion",1,"Creature - Vampire Knight",B,"m20","105",rare,b,Owned,Non-foil,true,,,"","",73109
"Malcolm, Alluring Scoundrel",2,"Legendary Creature - Siren Pirate",U,"lci","63",rare,u,Owned,Non-foil,true,,,"","",117924
"Soul-Guide Lantern",1,"Artifact",,"woe","251",uncommon,c,Owned,Non-foil,true,,,"","",116890
"Ajani Vengeant",4,"Legendary Planeswalker - Ajani",RW,"ala","154",mythic,m,Owned,Non-foil,true,,,"","",30923
"Aragorn, King of Gondor",4,"Legendary Creature - Human Noble",RUW,"ltc","5",mythic,m,Owned,Non-foil,true,,,"","",113194
"Triumph of Saint Katherine",5,"Creature - Human Warrior",W,"40k","17",rare,w,Owned,Non-foil,true,,,"","",108506
"Nicol Bolas, God-Pharaoh",7,"Legendary Planeswalker - Bolas",BRU,"2x2","260",mythic,m,Owned,Non-foil,true,,,"","",102004
"Syr Ginger, the Meal Ender",2,"Legendary Artifact Creature - Food Knight",,"woe","252",rare,c,Owned,Non-foil,true,,,"","",116892
"Kambal, Consul of Allocation",3,"Legendary Creature - Human Advisor",BW,"kld","183",rare,m,Owned,Non-foil,true,,,"","",62037
"Protean Hulk",7,"Creature - Beast",G,"a25","185",rare,g,Owned,Non-foil,true,,,"","",67284
"Dark Petition",5,"Sorcery",B,"ori","90",rare,b,Owned,Non-foil,true,,,"","",57968
"Control Magic",4,"Enchantment - Aura",U,"30a","52",uncommon,u,Owned,Non-foil,true,,,"","",
"Hushbringer",2,"Creature - Faerie",W,"eld","18",rare,w,Owned,Non-foil,true,,,"","",78128
"Aether Channeler",3,"Creature - Human Wizard",U,"blc","160",rare,u,Owned,Non-foil,true,,,"","",128467
"Hostage Taker",4,"Creature - Human Pirate",BU,"lcc","271",rare,m,Owned,Non-foil,true,,,"","",118942
"Hall of Storm Giants",0,"Land",U,"afr","257",rare,l,Owned,Non-foil,true,,,"","",92016
"Baneslayer Angel",5,"Creature - Angel",W,"m21","6",mythic,w,Owned,Non-foil,true,,,"","",81239
"Growth Spiral",2,"Instant",GU,"who","828",common,m,Owned,Non-foil,true,,,"","",
"Ravenloft Adventurer",4,"Creature - Human Rogue Assassin",B,"clb","142",rare,b,Owned,Non-foil,true,,,"","",100302
"Hero's Downfall",3,"Instant",B,"dmc","112",uncommon,b,Owned,Non-foil,true,,,"","",103110
"Terminate",2,"Instant",BR,"dmc","172",common,m,Owned,Non-foil,true,,,"","",103230
"Noxious Gearhulk",6,"Artifact Creature - Construct",B,"moc","260",mythic,b,Owned,Non-foil,true,,,"","",110972
"Ghost Quarter",0,"Land",,"plst","CM2-253",uncommon,l,Owned,Non-foil,true,,,"","",
"Dualcaster Mage",3,"Creature - Human Wizard",R,"c14","34",rare,r,Owned,Non-foil,true,,,"","",55101
"Aluren",4,"Enchantment",G,"tmp","213",rare,g,Owned,Non-foil,true,,,"","",9821
"Volrath's Stronghold",0,"Legendary Land",B,"sth","143",rare,l,Owned,Non-foil,true,,,"","",10429
"Cast into the Fire",2,"Instant",R,"ltr","118",common,r,Owned,Non-foil,true,,,"","",112146
"Tibalt's Trickery",2,"Instant",R,"khm","153",rare,r,Owned,Non-foil,true,,,"","",87641
"Phyrexian Obliterator",4,"Creature - Phyrexian Horror",B,"plst","A25-101",mythic,b,Owned,Non-foil,true,,,"","",
"Pyrite Spellbomb",1,"Artifact",R,"2xm","283",common,r,Owned,Non-foil,true,,,"","",82600
"Mondrak, Glory Dominus",4,"Legendary Creature - Phyrexian Horror",W,"one","346",mythic,w,Owned,Non-foil,true,,,"","",
"Teshar, Ancestor's Apostle",4,"Legendary Creature - Bird Cleric",W,"dmc","105",rare,w,Owned,Non-foil,true,,,"","",103096
"Invoke Despair",5,"Sorcery",B,"neo","101",rare,b,Owned,Non-foil,true,,,"","",97122
"Drown in the Loch",2,"Instant",BU,"spg","27",mythic,m,Owned,Non-foil,true,,,"","",
"Brutal Cathar",3,"Creature - Human Soldier Werewolf",RW,"mid","7",rare,m,Owned,Non-foil,true,,,"","",92934
"Wrenn and Seven",5,"Legendary Planeswalker - Wrenn",G,"mid","278",mythic,g,Owned,Non-foil,true,,,"","",
"Thing in the Ice",2,"Creature - Horror",U,"soi","92",rare,u,Owned,Non-foil,true,,,"","",59868
"Luminous Broodmoth",4,"Creature - Insect",W,"iko","371",mythic,w,Owned,Non-foil,true,,,"","",
"Null Rod",2,"Artifact",,"wth","154",rare,c,Owned,Non-foil,true,,,"","",9259
"Sudden Edict",2,"Instant",B,"mh2","100",uncommon,b,Owned,Non-foil,true,,,"","",90573
"Teferi's Puzzle Box",4,"Artifact",,"vis","156",rare,c,Owned,Non-foil,true,,,"","",7751
"Outland Liberator",2,"Creature - Human Werewolf",G,"mid","190",uncommon,g,Owned,Non-foil,true,,,"","",93370
"Chain of Vapor",1,"Instant",U,"ons","73",uncommon,u,Owned,Non-foil,true,,,"","",17847
"Settle the Wreckage",4,"Instant",W,"xln","34",rare,w,Owned,Non-foil,true,,,"","",65080
"Eagles of the North",6,"Creature - Bird Soldier",W,"ltr","7",common,w,Owned,Non-foil,true,,,"","",111924
"Ancient Grudge",2,"Instant",GR,"mm3","88",uncommon,m,Owned,Non-foil,true,,,"","",63285
"Dovin's Veto",2,"Instant",UW,"tsr","375",special,m,Owned,Non-foil,true,,,"","",87127
"Power Word Kill",2,"Instant",B,"afr","114",uncommon,b,Owned,Non-foil,true,,,"","",91730
"Minamo, School at Water's Edge",0,"Legendary Land",U,"chk","279",rare,l,Owned,Non-foil,true,,,"","",21385
"Lyra Dawnbringer",5,"Legendary Creature - Angel",W,"dmr","413",mythic,w,Owned,Non-foil,true,,,"","",108055
"Temporal Manipulation",5,"Sorcery",U,"sld","1169",mythic,u,Owned,Non-foil,true,,,"","",
"Regal Bunnicorn",2,"Creature - Rabbit Unicorn",W,"woe","25",rare,w,Owned,Non-foil,true,,,"","",116342
"Commit // Memory",10,"Instant",U,"akh","211",rare,u,Owned,Non-foil,true,,,"","",64032
"All Is Dust",7,"Kindred Sorcery - Eldrazi",,"plst","MM2-1",rare,c,Owned,Non-foil,true,,,"","",
"Cataclysm",4,"Sorcery",W,"exo","3",rare,w,Owned,Non-foil,true,,,"","",10499
"Thrun, Breaker of Silence",5,"Legendary Creature - Troll Shaman",G,"one","186",rare,g,Owned,Non-foil,true,,,"","",106587
"Qasali Pridemage",2,"Creature - Cat Wizard",GW,"plst","C17-189",common,m,Owned,Non-foil,true,,,"","",
"Mirror Entity",3,"Creature - Shapeshifter",W,"c13","17",rare,w,Owned,Non-foil,true,,,"","",50848
"Molten Collapse",2,"Sorcery",BR,"lci","234",rare,m,Owned,Non-foil,true,,,"","",118308
"Opt",1,"Instant",U,"woc","101",common,u,Owned,Non-foil,true,,,"","",117120
"Siege Rhino",4,"Creature - Rhino",BGW,"slc","2014",rare,m,Owned,Non-foil,true,,,"","",
"Torsten, Founder of Benalia",7,"Legendary Creature - Human Soldier",GW,"dmc","47",mythic,m,Owned,Non-foil,true,,,"","",103536
"Jace, Memory Adept",5,"Legendary Planeswalker - Jace",U,"m14","60",mythic,u,Owned,Non-foil,true,,,"","",49253
"Lolth, Spider Queen",5,"Legendary Planeswalker - Lolth",B,"afr","112",mythic,b,Owned,Non-foil,true,,,"","",91726
"Burning-Tree Emissary",2,"Creature - Human Shaman",GR,"gk2","88",uncommon,m,Owned,Non-foil,true,,,"","",
"Personal Tutor",1,"Sorcery",U,"por","64",uncommon,u,Owned,Non-foil,true,,,"","",
"Hurkyl's Recall",2,"Instant",U,"plst","MM2-48",rare,u,Owned,Non-foil,true,,,"","",
"Standstill",2,"Enchantment",U,"ody","102",uncommon,u,Owned,Non-foil,true,,,"","",16855
"Ulvenwald Oddity",4,"Creature - Beast",G,"vow","225",rare,g,Owned,Non-foil,true,,,"","",94812
"Krark-Clan Ironworks",4,"Artifact",,"5dn","134",uncommon,c,Owned,Non-foil,true,,,"","",20862
"Lim-Dûl's Vault",2,"Instant",BU,"slc","1996",rare,m,Owned,Non-foil,true,,,"","",
"Feed the Swarm",2,"Sorcery",B,"ltc","200",common,b,Owned,Non-foil,true,,,"","",112476
"Deep-Cavern Bat",2,"Creature - Bat",B,"lci","102",uncommon,b,Owned,Non-foil,true,,,"","",118008
"Green Sun's Zenith",1,"Sorcery",G,"ema","169",rare,g,Owned,Non-foil,true,,,"","",60681
"Inzerva, Master of Insights",5,"Legendary Planeswalker - Inzerva",RU,"ph17","2",mythic,m,Owned,Non-foil,true,,,"","",
"Fervent Champion",1,"Creature - Human Knight",R,"eld","124",rare,r,Owned,Non-foil,true,,,"","",78374
"Burning Inquiry",1,"Sorcery",R,"plst","M10-128",common,r,Owned,Non-foil,true,,,"","",
"Ojer Axonil, Deepest Might",4,"Legendary Creature - God",R,"lci","158",mythic,r,Owned,Non-foil,true,,,"","",118136
"Sanctum Weaver",2,"Enchantment Creature - Dryad",G,"woc","131",rare,g,Owned,Non-foil,true,,,"","",117180
"Raven's Crime",1,"Sorcery",B,"mma","95",common,b,Owned,Non-foil,true,,,"","",48784
"Goblin Piledriver",2,"Creature - Goblin Warrior",R,"ori","151",rare,r,Owned,Non-foil,true,,,"","",57714
"Crackle with Power",2,"Sorcery",R,"stx","95",mythic,r,Owned,Non-foil,true,,,"","",88667
"Repeal",1,"Instant",U,"clu","94",common,u,Owned,Non-foil,true,,,"","",122972
"An Offer You Can't Refuse",1,"Instant",U,"snc","51",uncommon,u,Owned,Non-foil,true,,,"","",98321
"Nighthawk Scavenger",3,"Creature - Vampire Rogue",B,"otc","144",rare,b,Owned,Non-foil,true,,,"","",124747
"Vraska, Betrayal's Sting",6,"Legendary Planeswalker - Vraska",B,"one","361",mythic,b,Owned,Non-foil,true,,,"","",
"Eater of Virtue",1,"Legendary Artifact - Equipment",,"neo","245",rare,c,Owned,Non-foil,true,,,"","",97440
"The Reality Chip",2,"Legendary Artifact Creature - Equipment Jellyfish",U,"neo","74",rare,u,Owned,Non-foil,true,,,"","",97068
"Ashiok, Nightmare Muse",5,"Legendary Planeswalker - Ashiok",BU,"thb","208",mythic,m,Owned,Non-foil,true,,,"","",79540
"Territorial Kavu",2,"Creature - Kavu",GR,"mh2","216",rare,m,Owned,Non-foil,true,,,"","",90813
"Blade of the Oni",2,"Artifact Creature - Equipment Demon",B,"neo","89",mythic,b,Owned,Non-foil,true,,,"","",97098
"General Ferrous Rokiric",3,"Legendary Creature - Human Soldier",RW,"mh2","198",rare,m,Owned,Non-foil,true,,,"","",90773
"Teferi, Who Slows the Sunset",4,"Legendary Planeswalker - Teferi",UW,"mid","245",mythic,m,Owned,Non-foil,true,,,"","",93496
"Kaya the Inexorable",5,"Legendary Planeswalker - Kaya",BW,"khm","218",mythic,m,Owned,Non-foil,true,,,"","",87779
"Chancellor of the Annex",7,"Creature - Phyrexian Angel",W,"plst","NPH-6",rare,w,Owned,Non-foil,true,,,"","",
"Ignite Memories",5,"Sorcery",R,"tsp","164",uncommon,r,Owned,Non-foil,true,,,"","",25543
"Bring to Light",5,"Sorcery",GU,"bfz","209",rare,m,Owned,Non-foil,true,,,"","",58573
"Dakkon, Shadow Slayer",3,"Legendary Planeswalker - Dakkon",BUW,"mh2","192",mythic,m,Owned,Non-foil,true,,,"","",90761
"Oracle of the Alpha",3,"Creature - Bird Wizard",U,"ydmu","4",mythic,u,Owned,Non-foil,true,,,"","",
"Counterbalance",2,"Enchantment",U,"plst","CSP-31",uncommon,u,Owned,Non-foil,true,,,"","",
"Worldgorger Dragon",6,"Creature - Nightmare Dragon",R,"dmr","334",mythic,r,Owned,Non-foil,true,,,"","",107353
"Ashaya, Soul of the Wild",5,"Legendary Creature - Elemental",G,"znr","179",mythic,g,Owned,Non-foil,true,,,"","",83341
"Jin-Gitaxias, Core Augur",10,"Legendary Creature - Phyrexian Praetor",U,"ima","62",mythic,u,Owned,Non-foil,true,,,"","",66003
"Song of Creation",4,"Enchantment",GRU,"sld","1603",rare,m,Owned,Non-foil,true,,,"","",
"Hall of Heliod's Generosity",0,"Legendary Land",W,"woc","162",rare,l,Owned,Non-foil,true,,,"","",117242
"Cathartic Reunion",2,"Sorcery",R,"plst","KLD-109",common,r,Owned,Non-foil,true,,,"","",
"Chimil, the Inner Sun",6,"Legendary Artifact",,"lci","249",mythic,c,Owned,Non-foil,true,,,"","",118338
"Bojuka Bog",0,"Land",B,"c20","259",common,l,Owned,Non-foil,true,,,"","",
"Scion of Draco",12,"Artifact Creature - Dragon",,"mh2","431",mythic,c,Owned,Non-foil,true,,,"","",91135
"Captain Sisay",4,"Legendary Creature - Human Soldier",GW,"v11","2",mythic,m,Owned,Non-foil,true,,,"","",42237
"Crystal Shard",3,"Artifact",U,"plst","MRD-159",uncommon,u,Owned,Non-foil,true,,,"","",
"The Locust God",6,"Legendary Creature - God",RU,"plst","C20-219",mythic,m,Owned,Non-foil,true,,,"","",
"Astral Dragon",8,"Creature - Dragon",U,"clb","664",rare,u,Owned,Non-foil,true,,,"","",101424
"Inventors' Fair",0,"Legendary Land",,"kld","247",rare,l,Owned,Non-foil,true,,,"","",61857
"Lightning Skelemental",3,"Creature - Elemental Skeleton",BR,"mh1","208",rare,m,Owned,Non-foil,true,,,"","",72788
"Vilis, Broker of Blood",8,"Legendary Creature - Demon",B,"gn3","63",rare,b,Owned,Non-foil,true,,,"","",
"Intruder Alarm",3,"Enchantment",U,"sld","229",rare,u,Owned,Non-foil,true,,,"","",
"Jet Medallion",2,"Artifact",,"mh3","346",rare,c,Owned,Non-foil,true,,,"","",125859
"Shattering Spree",1,"Sorcery",R,"plst","GK1-34",uncommon,r,Owned,Non-foil,true,,,"","",
"Dryad Militant",1,"Creature - Dryad Soldier",GW,"plst","PRTR-214",uncommon,m,Owned,Non-foil,true,,,"","",
"Junji, the Midnight Sky",5,"Legendary Creature - Dragon Spirit",B,"neo","409",mythic,b,Owned,Non-foil,true,,,"","",
"Samwise Gamgee",2,"Legendary Creature - Halfling Peasant",GW,"ltr","222",rare,m,Owned,Non-foil,true,,,"","",112354
"Ao, the Dawn Sky",5,"Legendary Creature - Dragon Spirit",W,"neo","406",mythic,w,Owned,Non-foil,true,,,"","",
"Fiery Inscription",3,"Enchantment",R,"ltr","126",uncommon,r,Owned,Non-foil,true,,,"","",112162
"Smallpox",2,"Sorcery",B,"tsp","131",uncommon,b,Owned,Non-foil,true,,,"","",25643
"Jin-Gitaxias",5,"Legendary Creature - Phyrexian Praetor",U,"mom","65",mythic,u,Owned,Non-foil,true,,,"","",109952
"Falkenrath Aristocrat",4,"Creature - Vampire Noble",BR,"mm3","163",rare,m,Owned,Non-foil,true,,,"","",63315
"Arcane Denial",2,"Instant",U,"woc","84",common,u,Owned,Non-foil,true,,,"","",117082
"Legolas's Quick Reflexes",1,"Instant",G,"ltc","537",rare,g,Owned,Non-foil,true,,,"","",
"Cranial Plating",2,"Artifact - Equipment",B,"c16","249",uncommon,b,Owned,Non-foil,true,,,"","",
"Verdant Command",2,"Instant",G,"mh2","182",rare,g,Owned,Non-foil,true,,,"","",90741
"Grave Pact",4,"Enchantment",B,"cmd","85",rare,b,Owned,Non-foil,true,,,"","",40715
"Court of Ire",5,"Enchantment",R,"ltc","213",rare,r,Owned,Non-foil,true,,,"","",112780
"Hokori, Dust Drinker",4,"Legendary Creature - Spirit",W,"bok","7",rare,w,Owned,Non-foil,true,,,"","",21889
"Mikaeus, the Unhallowed",6,"Legendary Creature - Zombie Cleric",B,"sld","490",mythic,b,Owned,Non-foil,true,,,"","",
"Cast Down",2,"Instant",B,"dom","81",uncommon,b,Owned,Non-foil,true,,,"","",67627
"Timeless Witness",4,"Creature - Human Shaman",G,"mh2","179",uncommon,g,Owned,Non-foil,true,,,"","",90735
"Panoptic Mirror",5,"Artifact",,"dst","136",rare,c,Owned,Non-foil,true,,,"","",20411
"Goblin Anarchomancer",2,"Creature - Goblin Shaman",GR,"mh2","200",common,m,Owned,Non-foil,true,,,"","",90777
"Deflecting Palm",2,"Instant",RW,"ktk","173",rare,m,Owned,Non-foil,true,,,"","",54454
"Ultimate Price",2,"Instant",B,"rvr","329",uncommon,b,Owned,Non-foil,true,,,"","",120235
"Greymond, Avacyn's Stalwart",4,"Legendary Creature - Human Soldier",W,"sld","143",mythic,w,Owned,Non-foil,true,,,"","",
"Daretti, Ingenious Iconoclast",3,"Legendary Planeswalker - Daretti",BR,"med","GR3",mythic,m,Owned,Non-foil,true,,,"","",69969
"Sundering Titan",8,"Artifact Creature - Golem",,"a25","233",rare,c,Owned,Non-foil,true,,,"","",67380
"Ugin's Labyrinth",0,"Land",,"mh3","233",mythic,l,Not Owned,,true,,,"","",126485
"Talon Gates of Madara",0,"Land - Gate",,"m3c","134",rare,l,Not Owned,,true,,,"","",127467
"Arena of Glory",0,"Land",R,"mh3","215",rare,l,Not Owned,,true,,,"","",126449
"Sword of Wealth and Power",3,"Artifact - Equipment",,"big","26",mythic,c,Not Owned,,true,,,"","",125413
"Sword of Feast and Famine",3,"Artifact - Equipment",,"mbs","138",mythic,c,Not Owned,,true,,,"","",39549
"Forcefield",3,"Artifact",,"lea","243",rare,c,Not Owned,,true,,,"","",
"Chalice of the Void",0,"Artifact",,"mrd","150",rare,c,Not Owned,,true,,,"","",19995
"Lodestone Golem",4,"Artifact Creature - Golem",,"wwk","127",rare,c,Not Owned,,true,,,"","",35709
"Metalworker",3,"Artifact Creature - Construct",,"uds","135",rare,c,Not Owned,,true,,,"","",12921
"Prophet of Kruphix",5,"Creature - Human Wizard",GU,"ths","199",rare,m,Not Owned,,true,,,"","",50618
"High Noon",2,"Enchantment",RW,"otj","15",rare,m,Not Owned,,true,,,"","",123941
"Kaya, Orzhov Usurper",3,"Legendary Planeswalker - Kaya",BW,"rna","186",mythic,m,Not Owned,,true,,,"","",71372
"Sorin of House Markov",2,"Legendary Creature - Human Noble",BW,"mh3","245",mythic,m,Not Owned,,true,,,"","",126525
"Hidetsugu Consumes All",3,"Enchantment - Saga",BR,"neo","221",mythic,m,Not Owned,,true,,,"","",97388
"Bloodtithe Harvester",2,"Creature - Vampire",BR,"vow","232",uncommon,m,Not Owned,,true,,,"","",94832
"Up the Beanstalk",2,"Enchantment",G,"woe","195",uncommon,g,Not Owned,,true,,,"","",116732
"Life from the Loam",2,"Sorcery",G,"rav","172",rare,g,Not Owned,,true,,,"","",23376
"Ancient Stirrings",1,"Sorcery",G,"roe","174",common,g,Not Owned,,true,,,"","",36374
"Jokulhaups",6,"Sorcery",R,"ice","195",rare,r,Owned,Non-foil,true,,,"","",
"Tribal Flames",2,"Sorcery",R,"inv","176",common,r,Not Owned,,true,,,"","",14689
"Flare of Duplication",3,"Instant",R,"mh3","119",rare,r,Not Owned,,true,,,"","",126255
"Firestorm",1,"Instant",R,"wth","101",rare,r,Not Owned,,true,,,"","",9321
"Inferno of the Star Mounts",6,"Legendary Creature - Dragon",R,"afr","151",mythic,r,Not Owned,,true,,,"","",91804
"Hellrider",4,"Creature - Devil",R,"dka","93",rare,r,Not Owned,,true,,,"","",43185
"Krenko, Baron of Tin Street",3,"Legendary Creature - Goblin",R,"mkm","135",rare,r,Not Owned,,true,,,"","",121748
"Harsh Mentor",2,"Creature - Human Cleric",R,"akh","135",rare,r,Not Owned,,true,,,"","",63872
"Living Death",5,"Sorcery",B,"tmp","142",rare,b,Not Owned,,true,,,"","",9795
"Buried Alive",3,"Sorcery",B,"wth","63",uncommon,b,Not Owned,,true,,,"","",9385
"Hatred",5,"Instant",B,"exo","64",rare,b,Not Owned,,true,,,"","",10699
"Flare of Malice",4,"Instant",B,"mh3","331",rare,b,Not Owned,,true,,,"","",125829
"K'rrik, Son of Yawgmoth",7,"Legendary Creature - Phyrexian Horror Minion",B,"c19","18",rare,b,Not Owned,,true,,,"","",77090
"Yawgmoth, Thran Physician",4,"Legendary Creature - Human Cleric",B,"mh1","116",mythic,b,Not Owned,,true,,,"","",72604
"Warren Soultrader",3,"Creature - Zombie Goblin Wizard",B,"mh3","110",rare,b,Not Owned,,true,,,"","",126237
"Flare of Denial",3,"Instant",U,"mh3","326",rare,u,Not Owned,,true,,,"","",125819
"Swan Song",1,"Instant",U,"ths","65",rare,u,Not Owned,,true,,,"","",50440
"Student of Warfare",1,"Creature - Human Knight",W,"roe","47",rare,w,Not Owned,,true,,,"","",36586
"Oswald Fiddlebender",2,"Legendary Creature - Gnome Artificer",W,"afr","28",rare,w,Not Owned,,true,,,"","",91558
"Blade Splicer",3,"Creature - Phyrexian Human Artificer",W,"nph","4",rare,w,Not Owned,,true,,,"","",39996
"Hero of Bladehold",4,"Creature - Human Knight",W,"mbs","8",mythic,w,Not Owned,,true,,,"","",39539
"Serra's Emissary",7,"Creature - Angel",W,"mh2","30",mythic,w,Not Owned,,true,,,"","",90429
"Manifold Key",1,"Artifact",,"m20","230",uncommon,c,Not Owned,,true,,,"","",73359
"Weathered Wayfarer",1,"Creature - Human Nomad Cleric",W,"ons","59",rare,w,Not Owned,,true,,,"","",17749
"Slickshot Show-Off",2,"Creature - Bird Wizard",R,"otj","146",rare,r,Not Owned,,true,,,"","",124203
"Gamble",1,"Sorcery",R,"usg","188",rare,r,Not Owned,,true,,,"","",12067
"Nissa, Vastwood Seer",3,"Legendary Creature - Elf Scout",G,"ori","189",mythic,g,Not Owned,,true,,,"","",58056
"Boros Signet",2,"Artifact",RW,"rav","255",common,m,Not Owned,,true,,,"","",23566
"Simic Signet",2,"Artifact",GU,"dis","166",common,m,Not Owned,,true,,,"","",24015
"Golgari Signet",2,"Artifact",BG,"rav","262",common,m,Not Owned,,true,,,"","",23564
"Izzet Signet",2,"Artifact",RU,"gpt","152",common,m,Not Owned,,true,,,"","",23679
"Orzhov Signet",2,"Artifact",BW,"gpt","155",common,m,Not Owned,,true,,,"","",23681
"Selesnya Signet",2,"Artifact",GW,"rav","270",common,m,Not Owned,,true,,,"","",23568
"Gruul Signet",2,"Artifact",GR,"gpt","150",common,m,Not Owned,,true,,,"","",23669
"Rakdos Signet",2,"Artifact",BR,"dis","165",common,m,Not Owned,,true,,,"","",24045
"Dimir Signet",2,"Artifact",BU,"rav","260",common,m,Not Owned,,true,,,"","",23562
"Azorius Signet",2,"Artifact",UW,"dis","159",common,m,Not Owned,,true,,,"","",24023
"Goblin Trashmaster",4,"Creature - Goblin Warrior",R,"m19","144",rare,r,Owned,Non-foil,true,,,"","",68449
"Silverblade Paladin",3,"Creature - Human Knight",W,"avr","36",rare,w,Owned,Non-foil,true,,,"","",44279
"Sulfuric Vortex",3,"Enchantment",R,"scg","106",rare,r,Not Owned,,true,,,"","",18928
"Embereth Shieldbreaker",2,"Creature - Human Knight",R,"eld","122",uncommon,r,Not Owned,,true,,,"","",78368
"Pyroblast",1,"Instant",R,"ice","213",common,r,Not Owned,,true,,,"","",
"Brotherhood's End",3,"Sorcery",R,"bro","128",rare,r,Not Owned,,true,,,"","",104874
"Vexing Bauble",1,"Artifact",,"mh3","212",uncommon,c,Not Owned,,true,,,"","",126443
"Fulminator Mage",3,"Creature - Elemental Shaman",BR,"shm","188",rare,m,Not Owned,,true,,,"","",29333
"Bonfire of the Damned",1,"Sorcery",R,"avr","129",mythic,r,Not Owned,,true,,,"","",44191
"Sai, Master Thopterist",3,"Legendary Creature - Human Artificer",U,"m19","69",rare,u,Not Owned,,true,,,"","",68299
"Freed from the Real",3,"Enchantment - Aura",U,"sok","38",common,u,Not Owned,,true,,,"","",22156
"Peacekeeper",3,"Creature - Human",W,"wth","22",rare,w,Not Owned,,true,,,"","",9351
"Cataclysm",4,"Sorcery",W,"exo","3",rare,w,Not Owned,,true,,,"maybeout","",10499
"Elspeth Resplendent",5,"Legendary Planeswalker - Elspeth",W,"snc","282",mythic,w,Not Owned,,true,,,"maybeout","",
"Iona, Shield of Emeria",9,"Legendary Creature - Angel",W,"mm2","20",mythic,w,Owned,Non-foil,true,,,"maybeout","",57158
"Loyal Retainers",3,"Creature - Human Advisor",W,"ptk","12",uncommon,w,Not Owned,,true,,,"maybeout","",
"Dream Halls",5,"Enchantment",U,"sth","28",rare,u,Not Owned,,true,,,"maybeout","",10175
"Intuition",3,"Instant",U,"tmp","70",rare,u,Not Owned,,true,,,"maybeout","",9897
"Capsize",3,"Instant",U,"tmp","55",common,u,Owned,Non-foil,true,,,"","",9641
"Sink into Stupor",3,"Instant",U,"mh3","241",uncommon,u,Not Owned,,true,,,"","",126511
